Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Phone Number,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
Cyberating,https://www.crunchbase.com/organization/cyberating,,"Cyber Security, Information Technology, Risk Management","Bologna, Emilia-Romagna, Italy",Cyberating is a cyber security company that provides risk assessment and third-party risk management solutions for organizations.,"72,499","European Union (EU), Europe, Middle East, and Africa (EMEA)",40128,,,Active,2024-11-01,month,,,,,For Profit,https://www.cyberating.it/,,https://www.linkedin.com/company/cyberating-agency/,,segreteria@cyberating.it,,,,,,,,,,,,"Information Technology, Privacy and Security, Professional Services",1,Stefano Fratepietro,11-50,1,Seed,2025-03-17,1850000,EUR,2012782,Pre-Seed,1850000,EUR,2012782,Pre-Seed,1850000,EUR,2012782,1850000,EUR,2012782,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.8,,,,,
Cloov,https://www.crunchbase.com/organization/cloov,,"B2B, B2C, E-Commerce, Fashion, SaaS","Milano, Lombardia, Italy","Cloov is the go-to technology solution enabling brands in the implementation of a circular offer such as rental, resale and repair","72,956","European Union (EU), Europe, Middle East, and Africa (EMEA)",20129,,,Active,2022-01-01,year,,,,,For Profit,https://cloov.tech,,https://www.linkedin.com/company/cloov,,info@cloov.tech,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design, Other, Software",,,1-10,1,Seed,2024-02-12,400000,EUR,430874,Pre-Seed,400000,EUR,430874,Pre-Seed,400000,EUR,430874,400000,EUR,430874,"Innovando, Giuseppe Stigliano, Axxelera",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.7,10,,,,
Rotonium,https://www.crunchbase.com/organization/rotonium,,"Information Technology, Internet, Quantum Computing","Padova, Veneto, Italy",Rotonium is a deep technology business that focuses on the development of scalable and minuscule quantum computers at room temperature.,"72,965","European Union (EU), Europe, Middle East, and Africa (EMEA)",35129,,,Active,2022-01-01,year,,,,,For Profit,https://www.rotonium.com,,https://www.linkedin.com/company/rotonium,,info@rotonium.com,,,,,,,,,,,,"Information Technology, Internet Services, Science and Engineering",2,"Fabrizio Tamburini, Roberto Siagri",1-10,1,Seed,2024-07-31,1000000,EUR,1082385,Seed,1000000,EUR,1082385,Seed,1000000,EUR,1082385,1000000,EUR,1082385,Galaxia,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0,10,6,1,,Scientific and electric apparatus and instruments
Unio,https://www.crunchbase.com/organization/unio-a4f9,,"Artificial Intelligence (AI), Elder Care, Electronic Health Record (EHR), Health Care, Health Diagnostics, Hospital, Machine Learning, SaaS","Washington, District of Columbia, United States",AI-powered insights for better elder care: Serving LTC residents & families w/ medical info & reports.,"73,363","Washington DC Metro Area, Southern US",,,,Active,2020-01-01,year,,,,,For Profit,https://www.uniocare.com/,,https://www.linkedin.com/company/unio-care/about/,,akaul@uniocare.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",2,"Akash Kaul, Jake Gibbs",1-10,1,Seed,2022-06-27,1200000,USD,1200000,Pre-Seed,1200000,USD,1200000,Pre-Seed,1200000,USD,1200000,1200000,USD,1200000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,10,,,,
FTnet,https://www.crunchbase.com/organization/ftnet,,"Biopharma, Medical, Pharmaceutical","Napoli, Campania, Italy",FTnet connects the Pharmaceutical Industry and Pharmacy through multi-sided technology.,"73,577","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2021-01-01,year,,,,,For Profit,https://www.fdirect.it,https://www.facebook.com/fdirectofficial,https://www.linkedin.com/company/ft-net/,09793111213,ufficiostampa@fdirect.it,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,11-50,2,Seed,2024-01-12,3000000,EUR,3289200,Seed,3000000,EUR,3289200,Seed,6000000,EUR,6252371,6000000,EUR,6252371,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.6,9,0,1,,Advertising; business
40Factory,https://www.crunchbase.com/organization/40factory,,"Analytics, Industrial, Machinery Manufacturing","Piacenza, Emilia-Romagna, Italy",40Factory provides industrial digitalization services.,"74,566","European Union (EU), Europe, Middle East, and Africa (EMEA)",29122,,,Active,2018-01-01,year,,,,,For Profit,https://40-factory.com,https://www.facebook.com/40FactoryPC,https://www.linkedin.com/company/40factory,+39 0523 17 27 969,info@40-factory.com,,,,,,,,,,,,"Data and Analytics, Manufacturing",,,1-10,1,Early Stage Venture,2025-01-31,4000000,EUR,4144601,Series A,4000000,EUR,4144601,Series A,4000000,EUR,4144601,4000000,EUR,4144601,Gefran,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1,10,,,,
BRIO,https://www.crunchbase.com/organization/brio-77f6,,"E-Learning, EdTech, Education, SaaS, Software","Bucharest, Bucuresti, Romania",a fully fledged DeepTech SaaS educational platform,"74,874","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,$10M to $50M,Active,2014-01-01,year,,,,,For Profit,https://brio.ro,https://www.facebook.com/BrioRomania/,https://www.linkedin.com/company/brio-ro/,,,,,,,,,,,,,,"Education, Software",,,11-50,2,Seed,2022-01-14,814000,EUR,929206,Seed,814000,EUR,929206,Seed,1124000,EUR,1296261,1124000,EUR,1296261,"SeedBlink, Bianca Rusu",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.7,7,0,1,,Education; entertainment
EXE,https://www.crunchbase.com/organization/exe-f0a2,,"Corporate Training, Human Resources, Mobile Apps, Software","Xiamen, Fujian, China",EXE is a mobile application for enterprise training and HR operations.,"74,878",Asia-Pacific (APAC),,,,Active,2015-06-01,day,,,,,For Profit,https://www.exexm.com/,,https://www.linkedin.com/company/exexm/,400-6189-188,marketing@exexm.com,,,,,,,,,,,,"Administrative Services, Apps, Education, Mobile, Software",1,Huarong Lin,11-50,5,,2021-12-02,100000000,CNY,15681109,Venture - Series Unknown,100000000,CNY,15681109,Venture - Series Unknown,183000000,CNY,27863349,183000000,CNY,27863349,"eRoad Software, Firstred Capital, Ivy Capital, Times Bright CreSuccess, Chuanghehui Fund",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.2,7,0,1,,Leather and imitations of leather
Keplera,https://www.crunchbase.com/organization/keplera,,"Business Development, Consulting, Legal","Palermo, Sicilia, Italy","Keplera provides legal advice for startups, freelancers, and nonprofit bodies.","75,736","European Union (EU), Europe, Middle East, and Africa (EMEA)",90139,,,Active,2021-01-01,year,,,,,For Profit,https://keplera.it,https://www.facebook.com/keplerasrl,https://www.linkedin.com/company/keplera-s-r-l,+39 327 011 5551,info@keplera.it,,,,,,,,,,,,Professional Services,2,"Manfredi Domina, Marco Barone",1-10,1,Seed,2025-04-14,770000,EUR,875126,Seed,770000,EUR,875126,Seed,770000,EUR,875126,770000,EUR,875126,"CDP Venture Capital, Compagnia di San Paolo, Magic Mind",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8.6,13,,,,
Voltaage,https://www.crunchbase.com/organization/voltaage,,"Charging Infrastructure, CleanTech, Fleet Management, GreenTech, Software","Paris, Ile-de-France, France",Voltaage is a cutting-edge geospatial intelligence engine designed to maximize profitability for EV charging station operators.,"76,264","European Union (EU), Europe, Middle East, and Africa (EMEA)",75015,,,Active,2021-12-01,day,,,,,For Profit,https://voltaage.io,,https://www.linkedin.com/company/voltaage,+33786336971,francesco.semeraro@voltaage.io,,,,,,,,,,,,"Software, Sustainability, Transportation",3,"Domenico Scalera, Edoardo Carlevaris, Francesco Semeraro",1-10,1,Seed,2022-01-21,710000,EUR,805477,Pre-Seed,710000,EUR,805477,Pre-Seed,710000,EUR,805477,710000,EUR,805477,"Techstars, Sputnik ATX, EIT Urban Mobility, Stefano Chiantello, Mario D'almo",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.5,9,,,,
EYE4NIR,https://www.crunchbase.com/organization/eye4nir,,"Information Technology, Innovation Management","Calolziocorte, Lombardia, Italy",EYE4NIR is an image sensor development company.,"77,609","European Union (EU), Europe, Middle East, and Africa (EMEA)",23801,,Less than $1M,Active,2021-01-01,year,,,,,For Profit,https://www.eye4nir.com/,,https://www.linkedin.com/company/eye4nir/,,,,,,,,,,,,,,"Information Technology, Professional Services",2,"Andrea De Iacovo, Jacopo Frigerio",1-10,3,Seed,2024-07-15,,,,Seed,,,,Seed,600000,EUR,680028,600000,EUR,680028,"EUREKA! Venture SGR, EIC Accelerator",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.5,8,,,,
SQUP,https://www.crunchbase.com/organization/squp,,"Food and Beverage, Plant-Based Foods","Rome, Lazio, Italy",SQUP is an innovative ice cream thinked to generate a positive impact on people’s lifestyle.,"80,090","European Union (EU), Europe, Middle East, and Africa (EMEA)",00137,,$1M to $10M,Active,2020-03-06,day,,,,,For Profit,https://squpgelato.it/,https://www.facebook.com/squp.gelato,https://www.linkedin.com/company/squpgelato,+39 3924345095,info@squpgelato.it,,,,,,,,,,,,Food and Beverage,2,"Emanuele Bianconi, Samuel Lonero",1-10,5,Seed,2024-04-18,115000,EUR,122389,Seed,115000,EUR,122389,Seed,515000,EUR,553163,515000,EUR,553163,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.2,2,,,,
Rosso,https://www.crunchbase.com/organization/rosso-f976,,Health Care,"Milano, Lombardia, Italy",Making Blood Donations Cool,"80,949","European Union (EU), Europe, Middle East, and Africa (EMEA)",20136,,,Active,2022-07-22,day,,,,,For Profit,https://donarosso.it,,https://linkedin.com/company/donarosso,,ciao@donarosso.it,,,,,,,,,,,,Health Care,2,"Chiara Schettino, Filippo Toni",1-10,2,Seed,2024-09-01,100000,EUR,110447,Seed,100000,EUR,110447,Seed,300000,EUR,324287,300000,EUR,324287,"B4i - Bocconi for innovation, Moonstone, LCA Ventures, Matteo Cera, Pietro Cesati",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.3,2,,,,
Green Future Project,https://www.crunchbase.com/organization/green-future-project,,"Project Management, Renewable Energy","Roma, Lazio, Italy","Green Future Project is an innovative platform for tracking, tracing, and visualizing their impact in real-time.","81,342","European Union (EU), Europe, Middle East, and Africa (EMEA)",00186,,,Active,2020-01-01,year,,,,,For Profit,https://greenfutureproject.com,https://www.facebook.com/greenfutureproject/,https://www.linkedin.com/company/green-future-project/,,info@greenfutureproject.com,,,,,,,,,,,,"Administrative Services, Energy, Other, Sustainability",3,"Briano Martinoni Caleppio, Pietro Pasolini dall'Onda, Zain Tarawneh",11-50,1,,2022-07-28,525000,EUR,535086,Convertible Note,,,,,,,,525000,EUR,535086,"Green Arrow Capital, Growth Engine, Karu Capital",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.5,3,0,1,,Scientific and electric apparatus and instruments
Ticketoo,https://www.crunchbase.com/organization/ticketoo,,"Communities, Concerts, Events, Sports, Theatre, Ticketing","Roma, Lazio, Italy","Ticketoo is a Fan community that provides a convenient, safe, and reliable way to buy and sell e-tickets for events in the secondary market.","81,820","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2022-01-18,day,,,,,For Profit,https://ticketoo.it,https://www.facebook.com/ticketoo.it,https://www.linkedin.com/company/ticketoo-it,,info@ticketoo.it,,,,,,,,,,,,"Community and Lifestyle, Events, Media and Entertainment, Sports",3,"Andrea Giorgi, Paolo Biondo, Simone Serani",1-10,2,Seed,2024-01-16,534000,EUR,580915,Seed,534000,EUR,580915,Seed,634000,EUR,687800,634000,EUR,687800,"Lazio Innova, Digital Magics",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.7,10,,,,
Retailhub,https://www.crunchbase.com/organization/retailhub,,"Information Technology, Internet","Dubai, Dubai, United Arab Emirates",Retailhub is a platform that allows merchants and aggregators to connect directly.,"82,024","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",,,,Active,2022-01-01,year,,,,,For Profit,,,https://www.linkedin.com/company/retailhub-uae/about,,,,,,,,,,,,,,"Information Technology, Internet Services",,,1-10,4,Seed,2025-01-21,,,,Seed,,,,Seed,450000,USD,450000,450000,USD,450000,"Oraseya Capital, Hub71, AngelSpark, Samer Muhammad, Mikhail Tyurin",1,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.6,10,,,,
Blue Innovation,https://www.crunchbase.com/organization/blue-innovation-co,,"Automotive, Drones, Robotics, Security, Transportation","Hongo, Tokyo, Japan",Blue Innovation is a software company that develops a platform to provide remote control and management of multiple drones and robots.,"82,344",Asia-Pacific (APAC),113-0033,,$1M to $10M,Active,1999-06-10,day,,,,,For Profit,https://www.blue-i.co.jp,https://www.facebook.com/blueinnovation.corp,https://www.linkedin.com/company/blueinnovation,+81 03-6801-8781,info@blue-i.co.jp,,,2,2,2,,,,,,,"Consumer Electronics, Consumer Goods, Hardware, Privacy and Security, Science and Engineering, Software, Transportation",,,51-100,6,,2020-09-01,,,,Corporate Round,,,,Corporate Round,989998400,JPY,9001230,989998400,JPY,9001230,"Mitsubishi UFJ Capital, Nippon Venture Capital, TBS Innovation Partners, Japan Post Capital, TIS Japan",1,12,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.3,8,13,0,Aircraft; Aviation; Cosmonautics,
Seares,https://www.crunchbase.com/organization/seares,,"Electronics, Manufacturing, Marine Technology","Rosignano Solvay, Toscana, Italy",Seares is a company developing nautical devices that help modernize & streamline traditional mooring systems.,"82,431","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Less than $1M,Active,2018-07-01,month,,,,,For Profit,https://www.seares.it,https://www.facebook.com/SearesSrl/,https://www.linkedin.com/company/seares-srl/,+393518255252,info@seares.it,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering",1,Giorgio Cucé,1-10,2,,2025-01-21,2200000,EUR,2289530,Venture - Series Unknown,2200000,EUR,2289530,Venture - Series Unknown,2600000,EUR,2778390,2600000,EUR,2778390,"Toscana Next Fund, Fondo Rilancio Startup, Selected Investments, Fondazione Cassa di Risparmio di Lucca, Fondazione CR Firenze",2,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.7,3,4,1,Engineering Elements And Units; General Measures For Producing And Maintaining Effective Functioning Of Machines Or Installations,Common metals and their alloys; ores
Bestie Bite,https://www.crunchbase.com/organization/bestie-bite,,"Artificial Intelligence (AI), Food and Beverage, Hospitality, Marketing, Restaurants, Travel","Roma, Lazio, Italy",AI platform for discovering and reviewing hospitality spots through user-generated short videos.TikTok meets Tripadvisor,"82,513","European Union (EU), Europe, Middle East, and Africa (EMEA)",00137,,,Active,2022-07-26,day,,,,,For Profit,https://www.bestiebite.it,https://www.facebook.com/profile.php?id=100076164252459,https://www.linkedin.com/company/bestie-bite-app,,info@bestiebite.it,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Sales and Marketing, Science and Engineering, Software, Travel and Tourism",,,1-10,2,Seed,2025-01-01,155000,EUR,160440,Pre-Seed,155000,EUR,160440,Pre-Seed,280440,USD,280440,280440,USD,280440,Techstars,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.4,9,0,1,,Scientific and electric apparatus and instruments
Indi,https://www.crunchbase.com/organization/indi,,,"Newport Beach, California, United States",Indi is a social commerce and monetization platform.,"82,524","Greater Los Angeles Area, West Coast, Western US",92660,,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://indi.com/,https://www.facebook.com/Indi/,https://www.linkedin.com/company/indiinc/,,,,,,,,,,,,,,,4,"Brian Cunningham, Greg Giraudi, John Jackson, Neel Grover",11-50,2,Early Stage Venture,2020-07-27,9000000,USD,9000000,Series A,9000000,USD,9000000,Series A,9000000,USD,9000000,9000000,USD,9000000,Cambridge Companies,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,10,,,,
Service,https://www.crunchbase.com/organization/service-2,,"Customer Service, Mobile, Software, Travel","Los Angeles, California, United States",Service gets you paid when your flight is delayed or cancelled.,"83,896","Greater Los Angeles Area, West Coast, Western US",,,Less than $1M,Closed,2015-06-01,month,2020-07-13,day,,none,For Profit,http://getservice.com,http://facebook.com/service,http://linkedin.com/company/getservice,,feedback@getservice.com,,,,,,,,,,,,"Mobile, Other, Professional Services, Software, Travel and Tourism",1,Michael Schneider,1-10,5,M&A,2019-06-04,,,,Convertible Note,,,,Seed,5140000,USD,5140000,5140000,USD,5140000,"Menlo Ventures, Founders Fund, Xfund, Maveron, Expon Capital",1,13,1,"Made Acquisitions, Was Acquired",Service acquired by ClaimCompass,https://www.crunchbase.com/acquisition/claimcompass-acquires-service-2--d5a78d6b,ClaimCompass,https://www.crunchbase.com/organization/claimcompass,2020-07-13,day,,,,Acquisition,,Private,,,,,,,,,,,,,2,,0,3,,Scientific and technological services
TSS,https://www.crunchbase.com/organization/tss-d8c9,,"Cloud Infrastructure, Data Center, Data Storage, Information Technology, IT Infrastructure, Network Hardware, Software","Round Rock, Texas, United States","TSS offers IT infrastructure, configuration, deployment, modular and edge solutions, integration, and fulfillment services.","87,694",Southern US,,,$100M to $500M,Active,1981-01-01,year,2015-01-28,day,,,For Profit,https://tssiusa.com,,https://www.linkedin.com/company/tssinc,512-310-1000,,,,,,,,,,,,,"Hardware, Information Technology, Internet Services, Software",1,Darryll Dewan,101-250,1,IPO,2025-01-07,20000000,USD,20000000,Post-IPO Debt,,,,,,,,20000000,USD,20000000,Susser Bank,1,1,,,,,,,,,,,,,,Public,2015-01-28,,,,,,,,,TSSI,https://www.crunchbase.com/ipo/tss-d8c9-ipo--ff1fc73d,NASDAQ,2.8,13,,,,
Keet,https://www.crunchbase.com/organization/keet-06cb,,"Developer APIs, Software Engineering, Web Development",,Keet provides API's for websites inorder to retrieve data and perform requested actions on user's accounts.,"88,266",,,,,Active,2024-01-01,year,,,,,For Profit,https://www.trykeet.com/,,https://www.linkedin.com/company/keetapi/,,,,,,,,,,,,,,"Science and Engineering, Software",2,"Tommy Tsai, Zack Ashen",1-10,1,Seed,2024-09-25,500000,USD,500000,Pre-Seed,500000,USD,500000,Pre-Seed,500000,USD,500000,500000,USD,500000,Y Combinator,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.3,,,,,
Underscore District,https://www.crunchbase.com/organization/underscore-district,,"Fashion, Product Design","Milano, Lombardia, Italy",Underscore District support creative individuals to transform the fashion and design industry.,"88,702","European Union (EU), Europe, Middle East, and Africa (EMEA)",20143,,Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://www.underscoredistrict.com,,https://www.linkedin.com/company/underscoredistrict,,,,,,,,,,,,,,"Clothing and Apparel, Design",,,11-50,1,Seed,2024-02-05,4000000,EUR,4296478,Seed,4000000,EUR,4296478,Seed,4000000,EUR,4296478,4000000,EUR,4296478,Kairos Partners,1,1,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,0.4,5,,,,
BitBrand,https://www.crunchbase.com/organization/bitbrand,,"Blockchain, Fashion, Marketplace","New York, New York, United States",Bitbrand is the first platform to offer blockchain-certified luxury digital products with tangible utility: customize your personale devices,"88,998","Greater New York Area, East Coast, Northeastern US",,,,Active,2022-07-01,day,,,,,For Profit,https://bitbrand.com/,,https://www.linkedin.com/company/bitbrandnft/?viewAsMember=true,,,,,,,,,,,,,,"Blockchain and Cryptocurrency, Clothing and Apparel, Commerce and Shopping, Design, Other",3,"Elio Narciso, Giuseppe Sacco, Raffaele Giovine",1-10,2,Seed,2024-03-18,500000,USD,500000,Seed,500000,USD,500000,Seed,500000,USD,500000,500000,USD,500000,"Hustle Fund, GFR Fund, Side Door Ventures",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,,0,1,,Advertising; business
